sMeanPktSz,SrcRate
667.571411,1.657538
98,0
98,0
1177.036987,5.247923
98,0
98,0
98,0
98,0
98,0
1324.444458,30.467999
1246.128174,38.807236
1340.393677,44.025078
1353.687256,45.215298
147.454544,26.323547
79,7.580984
98,0
79,21.755684
79,7.685746
64,0
64,0
66,0
98,0
98,0
184.199997,30.075413
98,0
98,0
565.142883,4.987034
219.636368,67.973106
98,0
149.5,18.866858
150,18.866858
98,0
98,0
98,0
1260.587769,801.742493
1361.139648,568.725159
1341.546143,43.979931
98,0
98,0
1367.243408,53.444317
66,0
98,0
98,0
98,0
98,0
643.384644,62.569084
194.75,56.627277
98,0
98,0
98,0
468.666656,46.309162
98,0
1265.758667,959.481934
1356.720459,430.389832
1326.678833,415.571777
98,0
98,0
1356.237061,27.529509
773,42.507973
76.333336,126.871353
98,0
98,0
98,0
98,0
102,0
98,0
98,0
98,0
98,0
1345.571411,41.808979
1352.338013,42.401237
1252.170776,40.815746
98,0
1349.80957,30.319632
98,0
98,0
98,0
98,0
98,0
229.27272,80.022408
194.75,52.592827
176.666672,27.112028
98,0
699.307678,62.195179
98,0
98,0
98,0
64,0
1347.401489,27.450897
1259.098389,36.405708
1353.300537,38.412975
98,0
184.199997,15.445149
1352.629395,28.964159
947.333313,28.619265
98,0
154,14.083118
175.666672,18.256504
149.5,13.1598
108,0.48194
98,0
623.583313,52.484173
98,0
184.199997,30.081972
98,0
98,0
98,0
98,0
98,0
98,0
98,0
1256.684204,34.010181
1343.779785,33.425583
98,0
1366.095093,65.312202
1363.390381,29.122265
98,0
98,0
98,0
98,0
78,46.524612
98,0
98,0
150,18.834875
149.5,18.834875
98,0
98,0
98,0
1267.772461,37.619404
1328.110474,32.435627
98,0
1355.104004,35.521309
1341.935425,31.281916
98,0
98,0
98,0
98,0
98,0
823.818176,7.347992
326.083344,78.814629
98,0
190.25,45.184124
102,0
98,0
98,0
98,0
1239.485718,214.904251
1355.521729,383.89267
98,0
828.111084,1.66637
98,0
98,0
98,0
98,0
643.384644,61.193581
98,0
98,0
98,0
473.111115,46.290672
98,0
98,0
1357.849731,46.43676
1260.577881,61.42173
1339.245117,51.240913
98,0
1367.885742,86.027664
98,0
98,0
74,0.668472
184.199997,30.105064
98,0
98,0
560,4.385407
98,0
103,0
87,0
87,0
92,0
92,0
169.875,9.146341
69.050728,83.339622
176.666672,20.287474
201.399994,73.078049
98,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
98,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
74,0
