sMeanPktSz,SrcRate
98,0
98,0
98,0
98,0
98,0
98,0
90.333336,14.097015
145.5,17.007092
176.666672,27.433714
176.666672,27.814863
177.333328,25.351112
121,43.500641
731,15.644556
184.333328,28.281343
248,22.201008
243.5,12.332281
1303.920776,28.529953
1329.31311,535.563049
1301.841553,447.267181
176,26.326181
182.666672,26.442085
176.666672,24.88336
499.571442,2.60218
98,0
98,0
98,0
96,0.313344
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
192.25,41.157909
98,0
98,0
757.75,22.550625
98,0
98,0
1345.742432,39.40263
1338.37146,34.893093
1337.937134,34.903069
163.142853,57.157555
98,0
98,0
98,0
699.538452,63.545856
98,0
98,0
674.384644,196.944077
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
1355.966675,509.847473
1344.831787,42.802567
1321.87854,42.804222
486.875,3.001179
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
176.666672,32.245583
660.230774,68.25589
94,0
98,0
98,0
98,0
98,0
98,0
76.333336,1.008906
1358.503296,59.432068
1363.75,54.215397
1364.43335,59.806458
66,0
203.720001,5.241382
98,0
98,0
98,0
98,0
714.5,14.141671
98,0
98,0
98,0
98,0
98,0
98,0
64,0
98,0
98,0
98,0
98,0
98,0
1370.942505,52.020092
1360.613892,51.625359
1357.339844,30.783077
76.333336,143.400009
98,0
98,0
98,0
98,0
644.75,41.682877
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
228.818176,47.025188
116.875,72.934898
74,0
74,0
98,0
182.666672,23.557959
176.666672,26.181095
176.666672,26.151312
98,0
1352.066162,54.202114
1360.239624,57.40139
1370.164917,79.104149
176,27.750029
176.666672,31.156532
182.666672,28.268152
308.321442,6.592024
98,0
98,0
98,0
98,0
660.375,40.959625
98,0
114,0
98,0
98,0
98,0
98,0
98,0
98,0
326.083344,38.760784
116.875,68.720428
74,0
74,0
196.75,43.907795
98,0
98,0
98,0
98,0
1334.930786,31.600214
1341.838501,32.002548
98,0
1358.624268,36.496387
98,0
98,0
74,0.66774
98,0
98,0
98,0
98,0
98,0
94,0
66,0
66,0
98,0
98,0
98,0
98,0
98,0
502.823517,3.201095
98,0
714.5,26.571953
1357.362915,51.606754
1359.87793,50.606743
1332.701294,46.066048
98,0
98,0
98,0
654.928589,37.917458
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
176.666672,31.804087
402.799988,1.800252
98,0
98,0
98,0
1355.185181,522.055603
76.333336,0.400566
1313.621948,16.215635
1346.074951,24.265434
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
73.75,0.603034
660.230774,61.566559
71,151.118286
98,0
98,0
98,0
94,0
1350.833984,55.230465
81.5,109.051247
1363.354614,56.200054
1360.426514,55.616108
98,0
66,0
66,0
98,0
98,0
98,0
98,0
98,0
757.5,22.551304
98,0
98,0
735.599976,31.79347
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
440.666656,65.553352
182,26.319252
176.666672,26.686235
177.333328,27.03068
1347.987061,46.229458
1362.104126,44.008232
1363.102173,44.806038
176,33.238052
176.666672,32.686684
182.666672,32.687214
98,0
98,0
98,0
98,0
645.25,45.513157
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
196.75,71.187889
98,0
98,0
514,2.804017
98,0
1335.870117,30.604052
1344.630615,31.207914
1333.246826,31.400623
98,0
66,0
66,0
98,0
98,0
98,0
66,0
112.555557,74.711197
74,0
74,0
66,0
660.375,42.706882
114,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
403.700012,1.826342
98,0
98,0
1370.682007,65.247253
1370.594482,64.430397
1345.237061,65.60984
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
116.875,84.332268
245.699997,76.656418
74,0
74,0
96,0.208713
176.666672,27.060669
98,0
98,0
98,0
403.700012,1.823698
714.5,25.020226
98,0
98,0
1360.5,593.9375
1318.73877,26.602028
1353.122192,26.008947
98,0
98,0
98,0
98,0
121,43.436398
699.538452,64.591835
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
439.666656,1.612118
98,0
98,0
1361.543823,54.964981
1362.155029,68.216782
1365.677856,65.627396
98,0
98,0
98,0
98,0
119,0.50465
98,0
98,0
98,0
98,0
98,0
98,0
98,0
145.5,50.522911
98,0
660.230774,57.432209
98,0
403.700012,1.800413
98,0
1363.147705,47.210255
182.666672,24.63661
176.666672,24.63661
177.333328,29.564369
1363.535889,47.212814
1357.219849,82.966774
98,0
98,0
228.545456,96.667862
176.666672,26.886419
176,26.773762
176.666672,26.681965
94,0
98,0
98,0
98,0
757.5,17.443483
98,0
98,0
98,0
98,0
98,0
98,0
64,0
196.5,42.931351
98,0
98,0
98,0
403.700012,1.807158
1354.977661,35.607693
1363.510742,37.007103
1356.754395,45.534809
98,0
98,0
98,0
98,0
98,0
635.5,132.638565
98,0
73.75,0.600494
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
71,111.117279
1363.555542,68.201515
1351.067505,68.00843
1311.875,19.508938
98,0
98,0
98,0
98,0
98,0
98,0
660.375,41.248531
119.333336,0.558301
98,0
98,0
98,0
98,0
98,0
98,0
176.666672,30.827089
76.333336,0.400082
98,0
98,0
98,0
98,0
1364.944702,46.821014
1356.498047,49.600029
1374.072266,99.859581
83.833336,9.645805
98,0
66,0
98,0
98,0
402.799988,64.806007
98,0
98,0
98,0
98,0
98,0
