sMeanPktSz,SrcRate
98,0
518.359985,5.342833
202.800003,55.600342
176.666672,42.467354
98,0
1333.042603,42.007114
1246.774048,47.62833
1337.378784,39.403618
1362.806763,47.831402
1354.705688,66.400864
1366.174805,65.013885
1364.819336,61.813206
1362.525635,66.014732
42,0.976464
98,0
98,0
426.700012,56.249298
184.199997,30.099403
98,0
98,0
101,1302.083252
699.230774,53.856335
98,0
98,0
94,0
80,16.420631
98,0
800.099976,58.875481
98,0
807.900024,33.349022
98,0
1251.856079,26.212582
1344.827026,26.412331
1354.79541,26.224121
1364.554688,49.209518
1364.380615,49.20826
1364.623535,49.20488
1354.385498,49.627899
1372.475342,85.186661
98,0
661,56.786991
104,0.258126
667.625,40.029053
98,0
98,0
519.359985,5.587234
98,0
42,0.982397
98,0
108,20.010406
98,0
98,0
176.666672,37.752232
98,0
98,0
102,0
232.333328,95.40081
176.666672,33.02346
194.75,45.924927
1278.478271,582.033508
1332.531494,345.257263
1327.959717,340.522156
1366.668945,669.801514
1344.313477,437.832703
1363.046875,480.838379
1361.335938,488.602478
1327.839966,24.805904
98,0
98,0
752.15387,78.527351
73.75,0.603855
80,16.638935
98,0
98,0
342,0.228124
182,43.131336
176.666672,41.764118
182.666672,42.656654
643.538452,62.563538
98,0
64,0
98,0
98,0
536.75,5.277644
98,0
98,0
98,0
98,0
184.199997,32.241425
1354.066406,45.015442
1348.893188,41.00602
1255.962036,52.40876
1357.936401,59.620811
1357.318359,62.005764
1358.109375,62.021122
1357.398682,62.00692
1340.119751,33.712788
42,0.98236
98,0
64,0
98,0
98,0
658.375,41.490086
98,0
80,13.888118
182,24.604483
176.666672,45.351471
182.666672,45.353531
98,0
98,0
98,0
545.695679,7.394434
98,0
176,33.389542
190.25,51.783958
98,0
98,0
1345.896851,38.62748
1245.435913,38.808773
1358.166626,35.820061
1360.141357,55.026016
1369.627686,54.634388
1345.801392,57.203182
1365.31543,55.622192
1375.941284,99.037346
98,0
229.181824,62.909698
176.666672,30.654161
98,0
98,0
98,0
98,0
98,0
342,0
98,0
42,0.982366
98,0
536.833313,5.247636
98,0
512.833313,47.838192
150,15.437578
149.5,15.43734
98,0
98,0
181.333328,28.570774
150.75,16.944653
1334.603149,25.002247
1251.76001,29.803684
1294.909058,17.423857
1368.996094,51.631672
1368.447021,50.808617
1356.476196,33.718838
1359.873657,53.612297
1358.60083,45.54612
98,0
98,0
74,0.666806
98,0
98,0
72,0
98,0
98,0
98,0
98,0
98,0
98,0
536.791687,5.071477
1259.653809,31.011034
1346.641357,28.81529
1361.707397,45.600574
1360.493408,45.604881
1349.251099,44.409023
1353.809814,40.80777
1366.983521,84.953491
1334.262085,21.354416
102,0
98,0
98,0
42,0.983465
461.222229,48.526611
98,0
98,0
101,1356.852051
98,0
98,0
699.230774,66.314461
96,1.10073
98,0
342,0
177.333328,37.749382
98,0
800.099976,49.712494
176.666672,29.44684
192.5,49.359154
98,0
184.199997,28.385704
98,0
1249.929321,19.602467
1333.30481,20.805946
1351.748413,31.611013
1339.719482,32.605206
1352.69812,31.600115
1341.156982,24.018433
1364.27124,38.124451
1365.091187,61.288452
807.900024,63.823002
660.5,56.731152
98,0
98,0
667.625,30.578501
536.75,5.401029
228.363632,67.431343
176,39.487453
176.666672,39.665226
176.666672,36.751869
98,0
104,0.337074
98,0
108,1.121681
98,0
98,0
98,0
98,0
121,51.350521
837.400024,55.591846
42,0.983172
98,0
98,0
1257.980835,31.21677
1348.364258,30.007719
1357.75,43.80304
1362.046753,42.610584
